cpt,desc,status,work_rvu,pe_nonfac_rvu,pe_fac_rvu,mp_rvu
89049,Chct for mal hyperthermia,A,1.37,9.06,0.2,0.18
89060,Exam synovial fluid crystals,A,0.36,0.16,0.16,0.01
89220,Sputum specimen collection,A,0.0,0.62,0.62,0.01
89230,Collect sweat for test,A,0.0,0.08,0.08,0.01
89240,Unlisted misc path test,C,0.0,0.0,0.0,0.0
90460,Im admin 1st/only component,A,0.23,0.45,0.45,0.02
90461,Im admin each addl component,A,0.18,0.07,0.07,0.01
90471,Immunization admin,A,0.17,0.48,0.48,0.01
90472,Immunization admin each add,A,0.15,0.32,0.32,0.01
90473,Immune admin oral/nasal,A,0.17,0.34,0.34,0.01
90474,Immune admin oral/nasal addl,A,0.15,0.21,0.21,0.01
90785,Psytx complex interactive,A,0.33,0.11,0.02,0.0
90791,Psych diagnostic evaluation,A,3.84,1.33,0.25,0.02
90792,Psych diag eval w/med srvcs,A,4.16,1.72,0.44,0.17
90832,Psytx w pt 30 minutes,A,1.94,0.62,0.13,0.01
90833,Psytx w pt w e/m 30 min,A,1.71,0.66,0.19,0.07
90834,Psytx w pt 45 minutes,A,2.56,0.83,0.17,0.02
90836,Psytx w pt w e/m 45 min,A,2.17,0.84,0.24,0.08
90837,Psytx w pt 60 minutes,A,3.78,1.2,0.25,0.02
90838,Psytx w pt w e/m 60 min,A,2.86,1.11,0.32,0.12
90839,Psytx crisis initial 60 min,A,3.58,1.19,0.27,0.03
90840,Psytx crisis ea addl 30 min,A,1.71,0.58,0.14,0.02
90845,Psychoanalysis,A,2.4,0.83,0.2,0.04
90846,Family psytx w/o pt 50 min,R,2.74,0.4,0.2,0.03
90847,Family psytx w/pt 50 min,A,2.86,0.4,0.2,0.02
90849,Multiple family group psytx,A,0.67,0.52,0.21,0.02
90853,Group psychotherapy,A,0.67,0.23,0.05,0.01
90865,Narcosynthesis,A,2.84,2.14,0.46,0.13
90867,Tcranial magn stim tx plan,C,0.0,0.0,0.0,0.0
90868,Tcranial magn stim tx deli,C,0.0,0.0,0.0,0.0
90869,Tcran magn stim redetemine,C,0.0,0.0,0.0,0.0
90870,Electroconvulsive therapy,A,2.5,2.86,0.36,0.09
90880,Hypnotherapy,A,2.19,0.9,0.17,0.02
90885,Psy evaluation of records,B,0.97,0.42,0.22,0.06
90887,Interpj/explnaj rslt psyc xm,B,1.48,1.09,0.33,0.08
90889,Preparation of report,B,0.0,0.0,0.0,0.0
90899,Unlisted psyc svc/therapy,C,0.0,0.0,0.0,0.0
90901,Biofeedback train any meth,A,0.41,0.81,0.07,0.01
90912,Bfb training 1st 15 min,A,0.9,1.51,0.17,0.05
90913,Bfb training ea addl 15 min,A,0.5,0.45,0.1,0.03
90935,Hemodialysis one evaluation,A,1.44,0.32,0.32,0.08
90937,Hemodialysis repeated eval,A,2.06,0.46,0.46,0.13
90945,Dialysis one evaluation,A,1.52,0.7,0.7,0.09
90947,Dialysis repeated eval,A,2.46,0.55,0.55,0.17
90951,Esrd serv 4 visits p mo <2yr,A,23.92,10.06,10.06,1.46
90952,Esrd serv 2-3 vsts p mo <2yr,C,0.0,0.0,0.0,0.0
90953,Esrd serv 1 visit p mo <2yrs,C,0.0,0.0,0.0,0.0
90954,Esrd serv 4 vsts p mo 2-11,A,20.86,8.8,8.8,1.31
90955,Esrd srv 2-3 vsts p mo 2-11,A,10.32,5.16,5.16,0.64
90956,Esrd srv 1 visit p mo 2-11,A,6.64,3.93,3.93,0.41
90957,Esrd srv 4 vsts p mo 12-19,A,15.46,7.42,7.42,0.98
90958,Esrd srv 2-3 vsts p mo 12-19,A,9.87,5.05,5.05,0.61
90959,Esrd serv 1 vst p mo 12-19,A,6.19,3.57,3.57,0.39
90960,Esrd srv 4 visits p mo 20+,A,6.77,3.96,3.96,0.43
90961,Esrd srv 2-3 vsts p mo 20+,A,5.52,3.42,3.42,0.36
90962,Esrd serv 1 visit p mo 20+,A,3.57,2.65,2.65,0.22
90963,Esrd home pt serv p mo <2yrs,A,12.09,5.91,5.91,0.75
90964,Esrd home pt serv p mo 2-11,A,10.25,5.12,5.12,0.62
90965,Esrd home pt serv p mo 12-19,A,9.8,5.05,5.05,0.6
90966,Esrd home pt serv p mo 20+,A,5.52,3.41,3.41,0.36
90967,Esrd svc pr day pt <2,A,0.35,0.18,0.18,0.02
90968,Esrd svc pr day pt 2-11,A,0.34,0.17,0.17,0.02
90969,Esrd svc pr day pt 12-19,A,0.33,0.17,0.17,0.02
90970,Esrd svc pr day pt 20+,A,0.18,0.11,0.11,0.01
90997,Hemoperfusion,A,1.79,0.38,0.38,0.11
90999,Unlisted dialysis procedure,C,0.0,0.0,0.0,0.0
91010,Esophagus motility study,A,1.25,6.02,6.02,0.09
91010,Esophagus motility study,A,1.25,0.71,0.71,0.07
91010,Esophagus motility study,A,0.0,5.31,5.31,0.02
91013,Esophgl motil w/stim/perfus,A,0.18,0.66,0.66,0.01
91013,Esophgl motil w/stim/perfus,A,0.18,0.1,0.1,0.01
91013,Esophgl motil w/stim/perfus,A,0.0,0.56,0.56,0.0
91020,Gastric motility studies,A,1.4,7.76,7.76,0.08
91020,Gastric motility studies,A,1.4,0.83,0.83,0.05
91020,Gastric motility studies,A,0.0,6.93,6.93,0.03
91022,Duodenal motility study,A,1.4,4.34,4.34,0.07
91022,Duodenal motility study,A,1.4,0.83,0.83,0.05
91022,Duodenal motility study,A,0.0,3.51,3.51,0.02
91030,Acid perfusion of esophagus,A,0.89,3.93,3.93,0.05
91030,Acid perfusion of esophagus,A,0.89,0.52,0.52,0.03
91030,Acid perfusion of esophagus,A,0.0,3.41,3.41,0.02
91034,Gastroesophageal reflux test,A,0.95,5.03,5.03,0.08
91034,Gastroesophageal reflux test,A,0.95,0.5,0.5,0.06
91034,Gastroesophageal reflux test,A,0.0,4.53,4.53,0.02
91035,G-esoph reflx tst w/electrod,A,1.55,13.34,13.34,0.15
91035,G-esoph reflx tst w/electrod,A,1.55,0.87,0.87,0.13
91035,G-esoph reflx tst w/electrod,A,0.0,12.47,12.47,0.02
91037,Esoph imped function test,A,0.95,4.59,4.59,0.07
91037,Esoph imped function test,A,0.95,0.54,0.54,0.05
91037,Esoph imped function test,A,0.0,4.05,4.05,0.02
91038,Esoph imped funct test > 1hr,A,1.1,12.17,12.17,0.08
91038,Esoph imped funct test > 1hr,A,1.1,0.63,0.63,0.06
91038,Esoph imped funct test > 1hr,A,0.0,11.54,11.54,0.02
91040,Esoph balloon distension tst,A,0.95,16.24,16.24,0.08
91040,Esoph balloon distension tst,A,0.95,0.52,0.52,0.07
91040,Esoph balloon distension tst,A,0.0,15.72,15.72,0.01
91065,Breath hydrogen/methane test,A,0.2,1.71,1.71,0.02
91065,Breath hydrogen/methane test,A,0.2,0.08,0.08,0.01
91065,Breath hydrogen/methane test,A,0.0,1.63,1.63,0.01
91110,Gi trc img intral esoph-ile,A,2.18,21.75,21.75,0.09
91110,Gi trc img intral esoph-ile,A,2.18,1.27,1.27,0.08
91110,Gi trc img intral esoph-ile,A,0.0,20.48,20.48,0.01
91111,Gi trc img intral esophagus,A,0.88,27.72,27.72,0.05
91111,Gi trc img intral esophagus,A,0.88,0.51,0.51,0.04
91111,Gi trc img intral esophagus,A,0.0,27.21,27.21,0.01
91112,Gi wireless capsule measure,A,2.05,50.76,50.76,0.1
91112,Gi wireless capsule measure,A,2.05,1.19,1.19,0.08
91112,Gi wireless capsule measure,A,0.0,49.57,49.57,0.02
91113,Gi trc img intral colon i&r,A,2.35,27.05,27.05,0.1
91113,Gi trc img intral colon i&r,A,2.35,1.38,1.38,0.08
91113,Gi trc img intral colon i&r,A,0.0,25.67,25.67,0.02
91117,Colon motility 6 hr study,A,2.39,1.08,1.08,0.18
91124,Rct snsatn tone&cmplianc std,A,3.05,19.74,19.74,0.22
91124,Rct snsatn tone&cmplianc std,A,3.05,1.67,1.67,0.18
91124,Rct snsatn tone&cmplianc std,A,0.0,18.07,18.07,0.04
91125,Anrct mano rct snsatn&balo,A,2.7,7.53,7.53,0.17
91125,Anrct mano rct snsatn&balo,A,2.7,1.41,1.41,0.15
91125,Anrct mano rct snsatn&balo,A,0.0,6.12,6.12,0.02
91132,Electrogastrography,A,0.51,14.0,14.0,0.03
91132,Electrogastrography,A,0.51,0.3,0.3,0.02
91132,Electrogastrography,A,0.0,13.7,13.7,0.01
91133,Electrogastrography w/test,A,0.64,14.55,14.55,0.03
91133,Electrogastrography w/test,A,0.64,0.37,0.37,0.02
91133,Electrogastrography w/test,A,0.0,14.18,14.18,0.01
91200,Liver elastography,A,0.2,0.79,0.79,0.02
91200,Liver elastography,A,0.2,0.12,0.12,0.01
91200,Liver elastography,A,0.0,0.67,0.67,0.01
91299,Unlisted dx gi procedure,C,0.0,0.0,0.0,0.0
91299,Unlisted dx gi procedure,C,0.0,0.0,0.0,0.0
91299,Unlisted dx gi procedure,C,0.0,0.0,0.0,0.0
92002,Intrm oph exam new patient,A,0.88,1.64,0.23,0.02
92004,Compre oph exam new pt 1/>,A,1.82,2.62,0.47,0.04
92012,Intrm oph exam est patient,A,0.92,1.76,0.29,0.03
92014,Compre oph exam est pt 1/>,A,1.42,2.35,0.4,0.04
92018,Compl oph exam general anes,A,2.44,0.84,0.84,0.11
92019,Lmtd oph exam general anes,A,1.28,0.42,0.42,0.06
92020,Gonioscopy,A,0.36,0.43,0.12,0.01
92025,Cptrized corneal topography,A,0.34,0.75,0.75,0.02
92025,Cptrized corneal topography,A,0.34,0.23,0.23,0.01
92025,Cptrized corneal topography,A,0.0,0.52,0.52,0.01
92060,Sensorimotor examination,A,0.67,1.23,1.23,0.02
92060,Sensorimotor examination,A,0.67,0.4,0.4,0.01
92060,Sensorimotor examination,A,0.0,0.83,0.83,0.01
92065,Orthop traing pfrmd phys/qhp,A,0.69,0.45,0.12,0.01
92066,Orthop traing supvj phys/qhp,A,0.0,0.77,0.77,0.01
92071,Contact lens fitting for tx,A,0.59,0.46,0.17,0.02
92072,Fitg c-lens keratoconus 1st,A,1.92,1.67,0.36,0.01
92081,Limited visual field xm,A,0.29,0.7,0.7,0.02
92081,Limited visual field xm,A,0.29,0.17,0.17,0.01
92081,Limited visual field xm,A,0.0,0.53,0.53,0.01
92082,Intermediate visual field xm,A,0.39,1.01,1.01,0.02
92082,Intermediate visual field xm,A,0.39,0.21,0.21,0.01
92082,Intermediate visual field xm,A,0.0,0.8,0.8,0.01
92083,Extended visual field xm,A,0.49,1.4,1.4,0.02
92083,Extended visual field xm,A,0.49,0.29,0.29,0.01
92083,Extended visual field xm,A,0.0,1.11,1.11,0.01
92100,Serial tonometry,A,0.59,1.92,0.17,0.02
92132,Cptrzd oph dx img ant sgm,A,0.28,0.59,0.59,0.02
92132,Cptrzd oph dx img ant sgm,A,0.28,0.17,0.17,0.01
92132,Cptrzd oph dx img ant sgm,A,0.0,0.42,0.42,0.01
92133,Cptrzd oph dx img pst sgm on,A,0.3,0.6,0.6,0.02
92133,Cptrzd oph dx img pst sgm on,A,0.3,0.18,0.18,0.01
92133,Cptrzd oph dx img pst sgm on,A,0.0,0.42,0.42,0.01
92134,Cptrz oph dx img pst sgm rta,A,0.31,0.65,0.65,0.02
92134,Cptrz oph dx img pst sgm rta,A,0.31,0.21,0.21,0.01
92134,Cptrz oph dx img pst sgm rta,A,0.0,0.44,0.44,0.01
92136,Ophthalmic biometry,A,0.53,0.89,0.89,0.02
92136,Ophthalmic biometry,A,0.53,0.36,0.36,0.01
92136,Ophthalmic biometry,A,0.0,0.53,0.53,0.01
92137,Cptrz oph img pst sg rta oct,A,0.62,1.15,1.15,0.02
92137,Cptrz oph img pst sg rta oct,A,0.62,0.41,0.41,0.01
92137,Cptrz oph img pst sg rta oct,A,0.0,0.74,0.74,0.01
92145,Corneal hysteresis deter,A,0.1,0.29,0.29,0.02
92145,Corneal hysteresis deter,A,0.1,0.06,0.06,0.01
92145,Corneal hysteresis deter,A,0.0,0.23,0.23,0.01
92201,Opscpy extnd rta draw uni/bi,A,0.39,0.34,0.14,0.02
92202,Opscpy extnd on/mac draw,A,0.25,0.21,0.09,0.01
92227,Img rta detcj/mntr ds staff,A,0.0,0.55,0.55,0.01
92228,Img rta detc/mntr ds phy/qhp,A,0.31,0.58,0.58,0.02
92228,Img rta detc/mntr ds phy/qhp,A,0.31,0.17,0.17,0.01
92228,Img rta detc/mntr ds phy/qhp,A,0.0,0.41,0.41,0.01
92229,Img rta detc/mntr ds poc aly,A,0.0,1.39,1.39,0.01
92230,Fluorescein angioscopy i&r,A,0.59,3.35,0.17,0.04
92235,Fluorescein angrph mltiframe,A,0.73,4.11,4.11,0.02
92235,Fluorescein angrph mltiframe,A,0.73,0.51,0.51,0.01
92235,Fluorescein angrph mltiframe,A,0.0,3.6,3.6,0.01
92240,Icg angiography i&r uni/bi,A,0.78,6.49,6.49,0.08
92240,Icg angiography i&r uni/bi,A,0.78,0.55,0.55,0.07
92240,Icg angiography i&r uni/bi,A,0.0,5.94,5.94,0.01
92242,Fluorescein&icg angiography,A,0.93,9.1,9.1,0.04
92242,Fluorescein&icg angiography,A,0.93,0.65,0.65,0.03
92242,Fluorescein&icg angiography,A,0.0,8.45,8.45,0.01
92250,Fundus photography w/i&r,A,0.39,0.7,0.7,0.02
92250,Fundus photography w/i&r,A,0.39,0.21,0.21,0.01
92250,Fundus photography w/i&r,A,0.0,0.49,0.49,0.01
92260,Ophthalmodynamometry,A,0.2,0.35,0.06,0.01
92265,Ndl oculoelectromyography 1+,A,0.79,1.83,1.83,0.02
92265,Ndl oculoelectromyography 1+,A,0.79,0.55,0.55,0.01
92265,Ndl oculoelectromyography 1+,A,0.0,1.28,1.28,0.01
92270,Electro-oculography w/i&r,A,0.79,2.95,2.95,0.03
92270,Electro-oculography w/i&r,A,0.79,0.46,0.46,0.01
92270,Electro-oculography w/i&r,A,0.0,2.49,2.49,0.02
92273,Full field erg w/i&r,A,0.67,2.99,2.99,0.03
92273,Full field erg w/i&r,A,0.67,0.35,0.35,0.01
92273,Full field erg w/i&r,A,0.0,2.64,2.64,0.02
92274,Multifocal erg w/i&r,A,0.59,2.15,2.15,0.02
92274,Multifocal erg w/i&r,A,0.59,0.38,0.38,0.01
92274,Multifocal erg w/i&r,A,0.0,1.77,1.77,0.01
92283,Extnd color vision xm,A,0.17,1.46,1.46,0.02
92283,Extnd color vision xm,A,0.17,0.08,0.08,0.01
92283,Extnd color vision xm,A,0.0,1.38,1.38,0.01
92284,Dx dark adaptation exam i&r,A,0.28,0.69,0.69,0.02
92284,Dx dark adaptation exam i&r,A,0.28,0.12,0.12,0.01
92284,Dx dark adaptation exam i&r,A,0.0,0.57,0.57,0.01
92285,External ocular photography,A,0.05,0.64,0.64,0.02
92285,External ocular photography,A,0.05,0.03,0.03,0.01
92285,External ocular photography,A,0.0,0.61,0.61,0.01
92286,Ant sgm img i&r speclr mic,A,0.39,0.77,0.77,0.02
92286,Ant sgm img i&r speclr mic,A,0.39,0.23,0.23,0.01
92286,Ant sgm img i&r speclr mic,A,0.0,0.54,0.54,0.01
92287,Ant sgm img ir flrscn angrph,A,0.39,3.64,3.64,0.02
92287,Ant sgm img ir flrscn angrph,A,0.39,0.27,0.27,0.01
92287,Ant sgm img ir flrscn angrph,A,0.0,3.37,3.37,0.01
92311,Contact lens fitg aphakia 1,A,1.05,1.9,0.2,0.01
92312,Contact lens fitg aphakia ou,A,1.23,2.15,0.23,0.01
92313,C-lens fitg corneosclrl lens,A,0.9,1.95,0.16,0.01
92315,C-lens fitg tech aphakia 1,A,0.44,1.92,0.08,0.01
92316,C-lens fitg tech aphakia ou,A,0.66,2.26,0.12,0.01
92317,C-lens fitg tech corneosclrl,A,0.44,2.05,0.08,0.01
92325,Modification of contact lens,A,0.0,1.39,1.39,0.01
92326,Replacement of contact lens,A,0.0,1.16,1.16,0.01
92352,Fit aphakia spectcl monofocl,B,0.36,0.93,0.08,0.02
92353,Fit aphakia spectcl multifoc,B,0.49,0.99,0.11,0.03
92354,Fitg spect low vis 1system,B,0.0,0.43,0.43,0.01
92355,Fitg spect lw vis cmpnd lens,B,0.0,0.68,0.68,0.02
92358,Aphakia prosth service temp,B,0.0,0.36,0.36,0.01
92371,Rpr&refit spct prsth aphakia,B,0.0,0.37,0.37,0.01
92499,Unlisted oph svc/procedure,C,0.0,0.0,0.0,0.0
92499,Unlisted oph svc/procedure,C,0.0,0.0,0.0,0.0
92499,Unlisted oph svc/procedure,C,0.0,0.0,0.0,0.0
92502,Ear and throat examination,A,1.47,1.01,1.01,0.11
92504,Ear microscopy examination,A,0.18,0.67,0.04,0.01
92507,Tx sp lang voice comm indiv,A,1.3,0.97,0.97,0.01
92508,Tx sp lang voice comm group,A,0.33,0.38,0.38,0.01
92511,Nasopharyngoscopy,A,0.59,2.84,0.35,0.04
92512,Nasal function studies,A,0.54,1.37,0.12,0.04
92516,Facial nerve function test,A,0.42,1.8,0.11,0.03
92517,Vemp test i&r cervical,A,0.78,1.4,0.21,0.02
92518,Vemp test i&r ocular,A,0.78,1.43,0.22,0.04
92519,Vemp tst i&r cervical&ocular,A,1.17,2.32,0.33,0.03
92520,Laryngeal function studies,A,0.73,1.97,0.22,0.02
92521,Evaluation of speech fluency,A,2.24,1.74,1.74,0.01
92522,Evaluate speech production,A,1.92,1.39,1.39,0.04
92523,Speech sound lang comprehen,A,3.84,2.93,2.93,0.01
92524,Behavral qualit analys voice,A,1.92,1.33,1.33,0.03
92526,Oral function therapy,A,1.34,1.17,1.17,0.01
92531,Spontaneous nystagmus study,B,0.0,0.0,0.0,0.0
92532,Positional nystagmus test,B,0.0,0.0,0.0,0.0
92533,Caloric vestibular test,B,0.0,0.0,0.0,0.0
92534,Optokinetic nystagmus test,B,0.0,0.0,0.0,0.0
92537,Caloric vstblr test w/rec,A,0.59,0.57,0.57,0.02
92537,Caloric vstblr test w/rec,A,0.59,0.31,0.31,0.01
92537,Caloric vstblr test w/rec,A,0.0,0.26,0.26,0.01
92538,Caloric vstblr test w/rec,A,0.29,0.34,0.34,0.02
92538,Caloric vstblr test w/rec,A,0.29,0.16,0.16,0.01
92538,Caloric vstblr test w/rec,A,0.0,0.18,0.18,0.01
92540,Basic vestibular evaluation,A,1.46,1.62,1.62,0.02
92540,Basic vestibular evaluation,A,1.46,0.76,0.76,0.01
92540,Basic vestibular evaluation,A,0.0,0.86,0.86,0.01
92541,Spontaneous nystagmus test,A,0.39,0.33,0.33,0.02
92541,Spontaneous nystagmus test,A,0.39,0.21,0.21,0.01
92541,Spontaneous nystagmus test,A,0.0,0.12,0.12,0.01
92542,Positional nystagmus test,A,0.47,0.36,0.36,0.02
92542,Positional nystagmus test,A,0.47,0.25,0.25,0.01
92542,Positional nystagmus test,A,0.0,0.11,0.11,0.01
92544,Optokinetic nystagmus test,A,0.26,0.25,0.25,0.02
92544,Optokinetic nystagmus test,A,0.26,0.15,0.15,0.01
92544,Optokinetic nystagmus test,A,0.0,0.1,0.1,0.01
92545,Oscillating tracking test,A,0.24,0.24,0.24,0.02
92545,Oscillating tracking test,A,0.24,0.14,0.14,0.01
92545,Oscillating tracking test,A,0.0,0.1,0.1,0.01
92546,Sinusoidal rotational test,A,0.28,3.72,3.72,0.03
92546,Sinusoidal rotational test,A,0.28,0.15,0.15,0.01
92546,Sinusoidal rotational test,A,0.0,3.57,3.57,0.02
92547,Supplemental electrical test,A,0.0,0.33,0.33,0.0
92548,Cdp-sot 6 cond w/i&r,A,0.65,0.75,0.75,0.02
92548,Cdp-sot 6 cond w/i&r,A,0.65,0.33,0.33,0.01
92548,Cdp-sot 6 cond w/i&r,A,0.0,0.42,0.42,0.01
92549,Cdp-sot 6 cond w/i&r mct&adt,A,0.85,1.0,1.0,0.02
92549,Cdp-sot 6 cond w/i&r mct&adt,A,0.85,0.43,0.43,0.01
92549,Cdp-sot 6 cond w/i&r mct&adt,A,0.0,0.57,0.57,0.01
92550,Tympanometry & reflex thresh,A,0.35,0.29,0.29,0.01
92552,Pure tone audiometry air,A,0.0,1.2,1.2,0.01
92553,Audiometry air & bone,A,0.0,1.46,1.46,0.01
92555,Speech threshold audiometry,A,0.0,0.88,0.88,0.01
92556,Speech audiometry complete,A,0.0,1.38,1.38,0.01
92557,Comprehensive hearing test,A,0.6,0.46,0.16,0.01
92562,Loudness balance test,A,0.0,1.46,1.46,0.01
92563,Tone decay hearing test,A,0.0,1.06,1.06,0.01
92565,Stenger test pure tone,A,0.0,0.66,0.66,0.01
92567,Tympanometry,A,0.2,0.27,0.05,0.01
92568,Acoustic refl threshold tst,A,0.29,0.16,0.08,0.01
92570,Acoustic immitance testing,A,0.55,0.38,0.15,0.01
92571,Filtered speech test,A,0.0,0.92,0.92,0.01
92572,Staggered spondaic word test,A,0.0,1.8,1.8,0.01
92575,Sensorineural acuity lvl tst,A,0.0,2.19,2.19,0.02
92576,Synthetic sentence id test,A,0.0,1.26,1.26,0.01
92577,Stenger test speech,A,0.0,0.67,0.67,0.01
92579,Visual audiometry (vra),A,0.68,0.6,0.2,0.01
92582,Conditioning play audiometry,A,0.0,2.59,2.59,0.01
92583,Select picture audiometry,A,0.0,1.83,1.83,0.01
92584,Electrocochleography,A,0.98,2.14,2.14,0.03
92587,Evoked auditory test limited,A,0.35,0.29,0.29,0.02
92587,Evoked auditory test limited,A,0.35,0.19,0.19,0.01
92587,Evoked auditory test limited,A,0.0,0.1,0.1,0.01
92588,Evoked auditory tst complete,A,0.55,0.44,0.44,0.02
92588,Evoked auditory tst complete,A,0.55,0.3,0.3,0.01
92588,Evoked auditory tst complete,A,0.0,0.14,0.14,0.01
92596,Ear protector evaluation,A,0.0,2.33,2.33,0.01
92597,Oral speech device eval,A,1.23,0.88,0.88,0.02
92601,Cochlear implt f/up exam <7,A,2.3,2.31,0.63,0.01
92602,Reprogram cochlear implt <7,A,1.3,1.6,0.36,0.01
92603,Cochlear implt f/up exam 7/>,A,2.25,2.1,0.61,0.01
92604,Reprogram cochlear implt 7/>,A,1.25,1.36,0.34,0.01
92605,Ex for nonspeech device rx,B,1.75,0.93,0.38,0.11
92606,Non-speech device service,B,1.37,0.93,0.3,0.08
92607,Ex for speech device rx 1hr,A,1.85,1.8,1.8,0.01
92608,Ex for speech device rx addl,A,0.7,0.73,0.73,0.0
92609,Use of speech device service,A,1.5,1.56,1.56,0.01
92610,Evaluate swallowing function,A,1.3,1.23,0.42,0.01
92611,Motion fluoroscopy/swallow,A,1.31,1.38,1.38,0.05
92612,Endoscopy swallow (fees) vid,A,1.24,4.69,0.33,0.05
92613,Endoscopy swallow (fees) i&r,A,0.69,0.34,0.17,0.04
92614,Laryngoscopic sensory vid,A,1.24,3.24,0.32,0.06
92615,Laryngoscopic sensory i&r,A,0.61,0.31,0.15,0.04
92616,Fees w/laryngeal sense test,A,1.83,4.95,0.49,0.07
92617,Fees w/laryngeal sense i&r,A,0.77,0.37,0.19,0.05
92618,Ex for nonspeech dev rx add,B,0.65,0.3,0.14,0.04
92620,Auditory function 60 min,A,1.5,1.14,0.41,0.01
92621,Auditory function + 15 min,A,0.35,0.28,0.1,0.0
92622,Dx aly aud oi snd prcsr 1st,A,1.25,1.06,0.35,0.01
92623,Dx aly aud oi snd prcsr each,A,0.33,0.27,0.09,0.0
92625,Tinnitus assessment,A,1.15,0.8,0.31,0.02
92626,Eval aud funcj 1st hour,A,1.4,1.11,0.38,0.01
92627,Eval aud funcj ea addl 15,A,0.33,0.27,0.09,0.0
92640,Aud brainstem implt programg,A,1.76,1.41,0.48,0.01
92651,Aep hearing status deter i&r,A,0.98,1.38,1.38,0.04
92652,Aep thrshld est mlt freq i&r,A,1.46,1.7,1.7,0.07
92653,Aep neurodiagnostic i&r,A,1.02,1.33,1.33,0.05
92700,Unlisted orl service/px,C,0.0,0.0,0.0,0.0
92920,Prq trluml c angiop 1art&/br,A,8.14,1.54,1.54,1.91
92924,Prq trluml c athrc 1 art&/br,A,9.88,1.86,1.86,2.31
92928,Prq tcat plmt ntrac st 1 les,A,9.75,1.84,1.84,2.3
92930,Prq tcat plmt ntrac st 2+les,A,12.0,2.27,2.27,0.86
92933,Prq trlml c athrc st angiop1,A,11.64,2.2,2.2,2.73
92937,Prq trluml revsc cab grf 1,A,11.02,2.07,2.07,2.59
92941,Prq trlml revsc tot occl ami,A,12.4,2.35,2.35,2.9
92943,Prq trluml revsc ch occ ant,A,13.35,2.51,2.51,3.12
92945,Prq trl rvs ch occ ant&rtrgr,A,15.0,2.84,2.84,1.08
92950,Heart/lung resuscitation cpr,A,3.9,7.01,0.76,0.44
92953,Temporary external pacing,A,0.01,0.01,0.01,0.01
92960,Cardioversion electric ext,A,1.95,2.53,0.74,0.15
92961,Cardioversion electric int,A,4.23,1.24,1.24,0.98
92970,Cardioassist internal,A,3.42,0.64,0.64,0.82
92971,Cardioassist external,A,1.73,0.48,0.48,0.41
92972,Perq trluml coronry lithotrp,A,2.9,0.55,0.55,0.21
92973,Prq trluml c mchn asp thrmbc,A,1.71,0.33,0.33,0.4
92974,Cath place cardio brachytx,A,2.93,0.55,0.55,0.67
92978,Endoluminl ivus oct c 1st,C,0.0,0.0,0.0,0.0
92978,Endoluminl ivus oct c 1st,A,1.76,0.66,0.66,0.36
92978,Endoluminl ivus oct c 1st,C,0.0,0.0,0.0,0.0
92979,Endoluminl ivus oct c ea,C,0.0,0.0,0.0,0.0
92979,Endoluminl ivus oct c ea,A,1.4,0.53,0.53,0.27
92979,Endoluminl ivus oct c ea,C,0.0,0.0,0.0,0.0
92986,Revision of aortic valve,A,22.04,7.76,7.76,5.17
92987,Revision of mitral valve,A,22.8,7.98,7.98,5.3
92990,Revision of pulmonary valve,A,17.81,6.85,6.85,4.26
92997,Pul art balloon repr percut,A,11.68,2.36,2.36,2.35
92998,Pul art balloon repr percut,A,5.84,1.08,1.08,1.31
93000,Electrocardiogram complete,A,0.17,0.27,0.27,0.02
93005,Electrocardiogram tracing,A,0.0,0.2,0.2,0.01
93010,Electrocardiogram report,A,0.17,0.07,0.07,0.01
93015,Cv stress test supvj i&r,A,0.73,1.43,1.43,0.04
93016,Cv stress test supvj only,A,0.44,0.17,0.17,0.01
93017,Cv stress test tracing only,A,0.0,1.15,1.15,0.02
93018,Cv stress test i&r only,A,0.29,0.11,0.11,0.01
93024,Ergonovine provocation test,A,1.14,2.23,2.23,0.07
93024,Ergonovine provocation test,A,1.14,0.43,0.43,0.04
93024,Ergonovine provocation test,A,0.0,1.8,1.8,0.03
93025,Microvolt t-wave assess,A,0.73,3.3,3.3,0.04
93025,Microvolt t-wave assess,A,0.73,0.37,0.37,0.02
93025,Microvolt t-wave assess,A,0.0,2.93,2.93,0.02
93040,Rhythm ecg with report,A,0.15,0.28,0.28,0.02
93041,Rhythm ecg tracing,A,0.0,0.23,0.23,0.01
93042,Rhythm ecg report,A,0.15,0.05,0.05,0.01
93050,Art pressure waveform analys,A,0.17,0.32,0.32,0.02
93050,Art pressure waveform analys,A,0.17,0.07,0.07,0.01
93050,Art pressure waveform analys,A,0.0,0.25,0.25,0.01
93145,Interrog crtd sins bat ip wo,A,0.65,0.94,0.13,0.05
93146,Interrog crtd sins bat ip w/,A,0.9,1.52,0.21,0.06
93150,Therapy activation ipnss,A,0.83,2.42,0.19,0.07
93151,Interrog&prgrmg ipnss,A,0.78,1.99,0.19,0.06
93152,Interrog&prgrmg ipnss polysm,A,1.77,2.45,0.36,0.14
93153,Interrog w/o prgrmg ipnss,A,0.42,1.29,0.11,0.03
93224,Xtrnl ecg rec up to 48 hrs,A,0.38,1.7,1.7,0.03
93225,Xtrnl ecg rec<48 hrs rec,A,0.0,0.53,0.53,0.01
93226,Xtrnl ecg rec<48 hr scan a/r,A,0.0,1.03,1.03,0.01
